全体通し番号,教科,教科での番号,試験の回数,試験の番号,大項目,中項目,問題,選択肢1,選択肢2,選択肢3,選択肢4,答え,解説
275,生理学,47,第27回,問題37,9. 内分泌,B. ホルモンの種類とその働き,ホルモンとその作用の組み合わせで正しいのはどれか。,1. プロラクチン ——— 乳汁産生促進,2. 成長ホルモン ——— 血糖値低下,3. 甲状腺ホルモン ——— 基礎代謝低下,4. 糖質コルチコイド ——— 炎症反応亢進,1,"【解説】 下垂体前葉から分泌される1：プロラクチンは、成熟した乳腺細胞に働き乳汁産生・分泌を促進させる。乳汁の排出を生じさせるのは、下垂体後葉から分泌されるオキシトシン（産生は視床下部）であることに注意してほしい。下垂体前葉から分泌される2：成長ホルモンは、生育期の白質合成の促進などの作用も持つ。甲状腺腺胞から分泌される3：甲状腺ホルモンは、多くの臓器の酸素消費を高め、基礎代謝を亢進する作用を持つ。副腎皮質から分泌される4：糖質コルチコイドは、肝臓での糖新生を促進させ血糖値を上昇させる作用のほか、炎症反応を抑制する作用などがある。"
276,生理学,48,第31回,問題26,9. 内分泌,B. ホルモンの種類とその働き,内分泌器官と分泌されるホルモンの組合せで正しいのはどれか。,1. 甲状腺 ——— サイロキシン,2. 膵臓 ——— アドレナリン,3. 副腎皮質 ——— エストロゲン,4. 卵巣 ——— インスリン,1,"【解説】 1：甲状腺濾胞細胞からは、甲状腺ホルモンのサイロキシンとトリヨードサイロニンが分泌される。2：膵臓ランゲルハンス島のα細胞からはグルカゴン、β細胞からはインスリンが分泌される。3：副腎束状層からは、コルチゾールが分泌される。4：卵巣からは、エストロゲンとプロゲステロンが分泌される。"
277,生理学,49,第29回,問題28,10. 生殖と成長,B. 女性生殖器,性周期について正しいのはどれか。,1. 排卵に先立って黄体ホルモンの分泌が急激に増加する。,2. 卵胞ホルモンの作用により子宮内膜が増殖する。,3. 子宮内膜の増殖期が終了すると月経期となる。,4. 子宮内膜の分泌期には卵胞が成熟する。,2,"【解説】 卵巣からの卵胞ホルモン（エストロゲン）の分泌が増加し、これの作用によって子宮内膜が増殖する。1：排卵は黄体形成ホルモンの過渡性の急激な分泌増加で誘発される。3、4：子宮内膜の増殖期の後に、黄体からのプロゲステロンによって子宮内膜の分泌期になり受精卵が着床しやすい状態になる分泌期となる。"
278,生理学,50,第34回,問題30,10. 生殖と成長,C. 妊娠と出産,性周期において卵胞期に起こるのはどれか。,1. 受精卵の着床,2. 子宮内膜の肥厚,3. 基礎体温の上昇,4. プロゲステロン分泌の増加,2,"【解説】 卵胞周期に卵胞の成熟・発育に伴って卵胞から分泌されるエストロゲンは、卵胞の発育促進の他、2：子宮内膜を厚くさせるなどの作用がある。黄体期には4：黄体から分泌されるプロゲステロンは、子宮粘膜の腺分泌を促進する他、3：基礎体温上昇などの作用がある。1：受精卵の着床は、受精後約1週間の分泌期（卵巣では黄体期）に生じる。"
279,生理学,51,第32回,問題28,10. 生殖と成長,C. 妊娠と出産,プロラクチンについて正しいのはどれか。,1. 乳汁生産を促す。,2. 排卵を促す。,3. ステロイドホルモンである。,4. 下垂体後葉から分泌される。,1,"【解説】 プロラクチンは、下垂体前葉で産生・分泌されるペプチドホルモンである。女性において、乳腺の発達を促進し、1：成熟した乳腺で乳汁産生と乳管への分泌を促進する。乳頭から乳汁の排出（射乳）を促進するのは、下垂体後葉ホルモンのオキシトシンである。また、授乳期の高いプロラクチン濃度では、排卵を抑制する作用がある。"
280,生理学,52,第33回,問題30,10. 生殖と成長,D. 成長と老化,寿命が最も長い細胞はどれか。,1. 神経細胞,2. 赤血球,3. 血小板,4. 上皮細胞,1,"【解説】 1：神経細胞は、生後早い時期に分裂能力がなくなり、寿命が極めて長く、基本的にはその人と同じ寿命を持っていることになる。2：赤血球は約120日、3：血小板は5〜10日の寿命である。4：上皮細胞は組織によって異なり、腸では約3日、皮膚では約1か月の寿命と言われている。"
281,生理学,53,第25回,問題33,10. 生殖と成長,D. 成長と老化,加齢に伴い低下するのはどれか。,1. 血圧,2. 肺活量,3. 副腎皮質ホルモン分泌,4. 血糖値,2,"【解説】 加齢に伴う肺胞表面積の減少や呼吸筋機能の低下により、2：肺活量が減少する。加齢に伴って血管壁の弾性が低下し、血管が硬くなり、1：血圧が上昇する。3：副腎皮質ホルモンやカテコールアミンの分泌は、加齢に伴い増加する。"
282,生理学,54,第30回,問題29,10. 生殖と成長,D. 成長と老化,加齢に伴い増加するのはどれか。,1. 副腎皮質ホルモン分泌,2. 肺活量,3. 神経伝達速度,4. 重心動揺,4,"【解説】 1：副腎皮質ホルモン、インスリン、甲状腺ホルモンなどの分泌は加齢に伴っては変化しない。2：加齢に伴い安静時の1回換気量はほぼ変化ないが、肺活量は減少する。3：加齢に伴い神経伝達速度とシナプスの伝達効率が低下する。4：体性感覚や前庭感覚が低下するため、60歳頃より立位姿勢時の重心動揺が増加する。"
283,生理学,55,第27回,問題33,11. 神経,B. 神経の興奮伝達,神経繊維における興奮伝達の3原則に含まれるのはどれか。,1. 跳躍伝導,2. 絶縁性,3. 絶緑性伝達,4. 一方向性伝達,2,"【解説】 神経繊維における興奮伝達の3原則とは、両方向性伝達、3：絶緑性伝達、不減衰伝導であり、この3原則は無髄神経でも、有髄神経でも、この3原則当てはまる。両方向性伝達とは、神経細胞の発生点から興奮が生じた場合に、その興奮の発生点から方向性に興奮が伝わることをいう。絶緑性伝達は、1本の神経繊維の興奮が、隣接する他の神経繊維の興奮を生じさせないで伝導することをいう。不減衰伝導とは、発生した興奮の大きさを変えずに一定の大きさで神経繊維の伝達を生じることをいう。1：跳躍伝導は、有髄神経のみで生じる興奮伝導の3原則には含まれない。"
284,生理学,56,第25回,問題35,11. 神経,E. 反射,反射について正しいのはどれか。,1. 腹壁反射の中枢は脊髄にある。,2. 屈曲反射の遠心路は脊髄神経である。,3. 屈曲反射の求心路はⅠa群繊維である。,4. アキレス腱反射は多シナプス反射である。,1,"【解説】 1：皮膚の刺激によって、脊髄に存在する反射中枢を介して、骨格筋が収縮する反射を皮膚反射といい、腹壁反射、提睾筋反射、肛門反射などがある。2：脳幹から起始する脳神経の運動ニューロンは、主に顔面、咽頭、頸部および頭部の筋を支配しており、これらの筋の反射関与運動ニューロンとして、角膜反射、開口反射、嚥下反射などがある。3：股関節に侵害刺激が加わると、同側の筋が収縮して股全体を侵害刺激から遠ざけようとする。この反射を屈曲反射といい、主な求心路は有害刺激を伝えるⅢ群繊維、Ⅳ群繊維でもある。一部非侵害性の刺激を伝えるⅡ群繊維も含まれる。4：アキレス腱反射は筋紡錘を受容器とする伸張反射の一つであり、Ⅰa群繊維とα運動ニューロンに1個のシナプスを介する単シナプス反射である。"
285,生理学,57,第27回,問題34,11. 神経,E. 反射,伸張反射の反射弓に含まれるのはどれか。,1. 運動野,2. 脊髄後角,3. Ⅰb群求心性繊維,4. α運動ニューロン,4,"【解説】 反射において、情報の伝わる経路を反射弓といい、受容器→求心路→反射中枢→遠心路→効果器の5つの要素からなる。反射中枢とは、反射弓の中で神経系内で反射のためのネットワークを作っている場所のことである。伸張反射の反射弓は、受容器：筋紡錘→求心路：Ⅰa群筋紡錘感覚繊維（4：α運動ニューロン）→効果器：筋紡錘からなる。伸張反射の反射中枢である脊髄前角では1a求心性繊維の終末がα運動ニューロンの細胞体と単シナプスしている。"
286,生理学,58,第26回,問題30,11. 神経,J. 視床下部,摂食を抑制するのはどれか。,1. グレリン,2. オレキシン,3. ロイコトリエン,4. レプチン,4,"【解説】 4：レプチンは、白色脂肪組織から分泌される動抑制作用、末梢組織でのエネルギー消費亢進作用を持つ。1：グレリンは、胃から分泌され、強力に摂食を促進する。2：オレキシンは神経ペプチドの一種であり、これにも摂食促進作用がある。3：ロイコトリエンは、肥満細胞や白血球で産生され、気管支の収縮、血管透過性亢進などの作用があり、気管支喘息やアレルギーの反応、炎症反応の維持に関与している。"
287,生理学,59,第26回,問題35,11. 神経,K. 大脳,単語の記憶に重要な部位を含むのはどれか。,1. 視床下部,2. 小脳核,3. 大脳基底核,4. 大脳辺縁系,4,"【解説】 過去の経験、知識、情報を覚え込み（記銘）、その内容を覚えていて（保持）、意識のあるいは無意識的に思い出す（想起）一連の能力を記憶という。記憶の機能には、大脳皮質の感覚野や連合野、4：大脳辺縁系にある海馬、脳幹などが関与し、特に海馬の役割が重要である。"
